"TIME","GEO","AGE","AGEDEF","UNIT","SEX","Value","Flag and Footnotes"
"2010","Croatia","Total","Age reached during the year","Number","Females","5,677",""
"2010","Italy","Total","Age reached during the year","Number","Total","78,771",""
"2010","Italy","Total","Age reached during the year","Number","Males","42,037",""
"2010","Italy","Total","Age reached during the year","Number","Females","36,734",""
"2010","Cyprus","Total","Age reached during the year","Number","Total","4,293",""
"2010","Cyprus","Total","Age reached during the year","Number","Males","1,821",""
"2010","Cyprus","Total","Age reached during the year","Number","Females","2,472",""
"2010","Latvia","Total","Age reached during the year","Number","Total","39,651",""
"2010","Latvia","Total","Age reached during the year","Number","Males","20,992",""
"2010","Latvia","Total","Age reached during the year","Number","Females","18,659",""
"2010","Lithuania","Total","Age reached during the year","Number","Total","83,157",""
"2010","Lithuania","Total","Age reached during the year","Number","Males","39,963",""
"2010","Lithuania","Total","Age reached during the year","Number","Females","43,194",""
"2010","Luxembourg","Total","Age reached during the year","Number","Total","9,302",""
"2010","Luxembourg","Total","Age reached during the year","Number","Males","5,115",""
"2010","Luxembourg","Total","Age reached during the year","Number","Females","4,187",""
"2010","Hungary","Total","Age reached during the year","Number","Total","13,365","b"
"2010","Hungary","Total","Age reached during the year","Number","Males","7,333","b"
"2010","Hungary","Total","Age reached during the year","Number","Females","6,032","b"
"2010","Malta","Total","Age reached during the year","Number","Total","4,201",""
"2010","Malta","Total","Age reached during the year","Number","Males","2,648",""
"2010","Malta","Total","Age reached during the year","Number","Females","1,553",""
"2010","Netherlands","Total","Age reached during the year","Number","Total","95,970",""
"2010","Netherlands","Total","Age reached during the year","Number","Males","55,543",""
"2010","Netherlands","Total","Age reached during the year","Number","Females","40,427",""
"2010","Austria","Total","Age reached during the year","Number","Total","51,651",""
"2010","Austria","Total","Age reached during the year","Number","Males","29,481",""
"2010","Austria","Total","Age reached during the year","Number","Females","22,170",""
"2010","Poland","Total","Age reached during the year","Number","Total","218,126",""
"2010","Poland","Total","Age reached during the year","Number","Males","109,991",""
"2010","Poland","Total","Age reached during the year","Number","Females","108,135",""
"2010","Portugal","Total","Age reached during the year","Number","Total","23,760",""
"2010","Portugal","Total","Age reached during the year","Number","Males","19,008",""
"2010","Portugal","Total","Age reached during the year","Number","Females","4,752",""
"2010","Romania","Total","Age reached during the year","Number","Total","197,985",""
"2010","Romania","Total","Age reached during the year","Number","Males","85,663",""
"2010","Romania","Total","Age reached during the year","Number","Females","112,322",""
"2010","Slovenia","Total","Age reached during the year","Number","Total","15,937",""
"2010","Slovenia","Total","Age reached during the year","Number","Males","11,586",""
"2010","Slovenia","Total","Age reached during the year","Number","Females","4,351",""
"2010","Slovakia","Total","Age reached during the year","Number","Total","1,889",""
"2010","Slovakia","Total","Age reached during the year","Number","Males","844",""
"2010","Slovakia","Total","Age reached during the year","Number","Females","1,045",""
"2010","Finland","Total","Age reached during the year","Number","Total","11,905",""
"2010","Finland","Total","Age reached during the year","Number","Males","5,853",""
"2010","Finland","Total","Age reached during the year","Number","Females","6,052",""
"2010","Sweden","Total","Age reached during the year","Number","Total","48,853",""
"2010","Sweden","Total","Age reached during the year","Number","Males","26,695",""
"2010","Sweden","Total","Age reached during the year","Number","Females","22,158",""
"2010","Iceland","Total","Age reached during the year","Number","Total","5,459",""
"2010","Iceland","Total","Age reached during the year","Number","Males","3,079",""
"2010","Iceland","Total","Age reached during the year","Number","Females","2,380",""
"2010","Liechtenstein","Total","Age reached during the year","Number","Total","428",""
"2010","Liechtenstein","Total","Age reached during the year","Number","Males","238",""
"2010","Liechtenstein","Total","Age reached during the year","Number","Females","190",""
"2010","Norway","Total","Age reached during the year","Number","Total","25,835",""
"2010","Norway","Total","Age reached during the year","Number","Males","13,800",""
"2010","Norway","Total","Age reached during the year","Number","Females","12,035",""
"2010","Switzerland","Total","Age reached during the year","Number","Total","96,839",""
"2010","Switzerland","Total","Age reached during the year","Number","Males","51,951",""
"2010","Switzerland","Total","Age reached during the year","Number","Females","44,888",""
"2010","United Kingdom","Total","Age reached during the year","Number","Total","339,306",""
"2010","United Kingdom","Total","Age reached during the year","Number","Males","185,486",""
"2010","United Kingdom","Total","Age reached during the year","Number","Females","153,820",""
"2010","North Macedonia","Total","Age reached during the year","Number","Total","1,007",""
"2010","North Macedonia","Total","Age reached during the year","Number","Males","606",""
"2010","North Macedonia","Total","Age reached during the year","Number","Females","401",""
"2011","Belgium","Total","Age reached during the year","Number","Total","84,148","b"
"2011","Belgium","Total","Age reached during the year","Number","Males","48,935","b"
"2011","Belgium","Total","Age reached during the year","Number","Females","35,213","b"
"2011","Bulgaria","Total","Age reached during the year","Number","Total",":",""
"2011","Bulgaria","Total","Age reached during the year","Number","Males",":",""
"2011","Bulgaria","Total","Age reached during the year","Number","Females",":",""
"2011","Czechia","Total","Age reached during the year","Number","Total","55,910","b"
"2011","Czechia","Total","Age reached during the year","Number","Males","30,635",""
"2011","Czechia","Total","Age reached during the year","Number","Females","25,275",""
"2011","Denmark","Total","Age reached during the year","Number","Total","41,593",""
"2011","Denmark","Total","Age reached during the year","Number","Males","21,528",""
"2011","Denmark","Total","Age reached during the year","Number","Females","20,065",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","249,045",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","143,426",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","105,619",""
"2011","Estonia","Total","Age reached during the year","Number","Total","6,214",""
"2011","Estonia","Total","Age reached during the year","Number","Males","2,937",""
"2011","Estonia","Total","Age reached during the year","Number","Females","3,277",""
"2011","Ireland","Total","Age reached during the year","Number","Total","83,049","b"
"2011","Ireland","Total","Age reached during the year","Number","Males","45,954","b"
"2011","Ireland","Total","Age reached during the year","Number","Females","37,095","b"
"2011","Greece","Total","Age reached during the year","Number","Total","92,404",""
"2011","Greece","Total","Age reached during the year","Number","Males","58,975",""
"2011","Greece","Total","Age reached during the year","Number","Females","33,429",""
"2011","Spain","Total","Age reached during the year","Number","Total","409,034",""
"2011","Spain","Total","Age reached during the year","Number","Males","240,971",""
"2011","Spain","Total","Age reached during the year","Number","Females","168,063",""
"2011","France","Total","Age reached during the year","Number","Total","291,594",""
"2011","France","Total","Age reached during the year","Number","Males","149,081",""
"2011","France","Total","Age reached during the year","Number","Females","142,513",""
"2011","Croatia","Total","Age reached during the year","Number","Total","12,699",""
"2011","Croatia","Total","Age reached during the year","Number","Males","6,768",""
"2011","Croatia","Total","Age reached during the year","Number","Females","5,931",""
"2011","Italy","Total","Age reached during the year","Number","Total","82,461",""
"2011","Italy","Total","Age reached during the year","Number","Males","43,814",""
"2011","Italy","Total","Age reached during the year","Number","Females","38,647",""
"2011","Cyprus","Total","Age reached during the year","Number","Total","4,895",""
"2011","Cyprus","Total","Age reached during the year","Number","Males","2,158",""
"2011","Cyprus","Total","Age reached during the year","Number","Females","2,737",""
"2011","Latvia","Total","Age reached during the year","Number","Total","30,311",""
"2011","Latvia","Total","Age reached during the year","Number","Males","15,218",""
"2011","Latvia","Total","Age reached during the year","Number","Females","15,093",""
"2011","Lithuania","Total","Age reached during the year","Number","Total","53,863",""
"2011","Lithuania","Total","Age reached during the year","Number","Males","26,921",""
"2011","Lithuania","Total","Age reached during the year","Number","Females","26,942",""
"2011","Luxembourg","Total","Age reached during the year","Number","Total","9,264",""
"2011","Luxembourg","Total","Age reached during the year","Number","Males","5,098",""
"2011","Luxembourg","Total","Age reached during the year","Number","Females","4,166",""
"2011","Hungary","Total","Age reached during the year","Number","Total","15,100",""
"2011","Hungary","Total","Age reached during the year","Number","Males","8,193",""
"2011","Hungary","Total","Age reached during the year","Number","Females","6,907",""
"2011","Malta","Total","Age reached during the year","Number","Total","3,806",""
"2011","Malta","Total","Age reached during the year","Number","Males","2,268",""
"2011","Malta","Total","Age reached during the year","Number","Females","1,538",""
"2011","Netherlands","Total","Age reached during the year","Number","Total","104,201",""
"2011","Netherlands","Total","Age reached during the year","Number","Males","59,157",""
"2011","Netherlands","Total","Age reached during the year","Number","Females","45,044",""
"2011","Austria","Total","Age reached during the year","Number","Total","51,197",""
"2011","Austria","Total","Age reached during the year","Number","Males","29,112",""
"2011","Austria","Total","Age reached during the year","Number","Females","22,085",""
"2011","Poland","Total","Age reached during the year","Number","Total","265,798",""
"2011","Poland","Total","Age reached during the year","Number","Males","133,744",""
"2011","Poland","Total","Age reached during the year","Number","Females","132,054",""
"2011","Portugal","Total","Age reached during the year","Number","Total","43,998",""
"2011","Portugal","Total","Age reached during the year","Number","Males","31,329",""
"2011","Portugal","Total","Age reached during the year","Number","Females","12,669",""
"2011","Romania","Total","Age reached during the year","Number","Total","195,551",""
"2011","Romania","Total","Age reached during the year","Number","Males","87,389",""
"2011","Romania","Total","Age reached during the year","Number","Females","108,162",""
"2011","Slovenia","Total","Age reached during the year","Number","Total","12,024",""
"2011","Slovenia","Total","Age reached during the year","Number","Males","8,151",""
"2011","Slovenia","Total","Age reached during the year","Number","Females","3,873",""
"2011","Slovakia","Total","Age reached during the year","Number","Total","1,863","b"
"2011","Slovakia","Total","Age reached during the year","Number","Males","751","b"
"2011","Slovakia","Total","Age reached during the year","Number","Females","1,112","b"
"2011","Finland","Total","Age reached during the year","Number","Total","12,660",""
"2011","Finland","Total","Age reached during the year","Number","Males","6,291",""
"2011","Finland","Total","Age reached during the year","Number","Females","6,369",""
"2011","Sweden","Total","Age reached during the year","Number","Total","51,179",""
"2011","Sweden","Total","Age reached during the year","Number","Males","27,835",""
"2011","Sweden","Total","Age reached during the year","Number","Females","23,344",""
"2011","Iceland","Total","Age reached during the year","Number","Total","4,812",""
"2011","Iceland","Total","Age reached during the year","Number","Males","2,645",""
"2011","Iceland","Total","Age reached during the year","Number","Females","2,167",""
"2011","Liechtenstein","Total","Age reached during the year","Number","Total","467",""
"2011","Liechtenstein","Total","Age reached during the year","Number","Males","241",""
"2011","Liechtenstein","Total","Age reached during the year","Number","Females","226",""
"2011","Norway","Total","Age reached during the year","Number","Total","20,349",""
"2011","Norway","Total","Age reached during the year","Number","Males","10,585",""
"2011","Norway","Total","Age reached during the year","Number","Females","9,764",""
"2011","Switzerland","Total","Age reached during the year","Number","Total","96,494","b"
"2011","Switzerland","Total","Age reached during the year","Number","Males","52,699","b"
"2011","Switzerland","Total","Age reached during the year","Number","Females","43,795","b"
"2011","United Kingdom","Total","Age reached during the year","Number","Total","350,703",""
"2011","United Kingdom","Total","Age reached during the year","Number","Males","197,719",""
"2011","United Kingdom","Total","Age reached during the year","Number","Females","152,984",""
"2011","North Macedonia","Total","Age reached during the year","Number","Total","1,290",""
"2011","North Macedonia","Total","Age reached during the year","Number","Males","789",""
"2011","North Macedonia","Total","Age reached during the year","Number","Females","501",""
"2012","Belgium","Total","Age reached during the year","Number","Total","93,600",""
"2012","Belgium","Total","Age reached during the year","Number","Males","54,298",""
"2012","Belgium","Total","Age reached during the year","Number","Females","39,302",""
"2012","Bulgaria","Total","Age reached during the year","Number","Total","16,615","bp"
"2012","Bulgaria","Total","Age reached during the year","Number","Males","8,836","bp"
"2012","Bulgaria","Total","Age reached during the year","Number","Females","7,779","bp"
"2012","Czechia","Total","Age reached during the year","Number","Total","46,106",""
"2012","Czechia","Total","Age reached during the year","Number","Males","25,632",""
"2012","Czechia","Total","Age reached during the year","Number","Females","20,474",""
"2012","Denmark","Total","Age reached during the year","Number","Total","43,663",""
"2012","Denmark","Total","Age reached during the year","Number","Males","22,242",""
"2012","Denmark","Total","Age reached during the year","Number","Females","21,421",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","240,001",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","139,227",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","100,774",""
"2012","Estonia","Total","Age reached during the year","Number","Total","6,321",""
"2012","Estonia","Total","Age reached during the year","Number","Males","3,045",""
"2012","Estonia","Total","Age reached during the year","Number","Females","3,276",""
"2012","Ireland","Total","Age reached during the year","Number","Total","81,797",""
"2012","Ireland","Total","Age reached during the year","Number","Males","42,701",""
"2012","Ireland","Total","Age reached during the year","Number","Females","39,096",""
"2012","Greece","Total","Age reached during the year","Number","Total","124,694",""
"2012","Greece","Total","Age reached during the year","Number","Males","80,534",""
"2012","Greece","Total","Age reached during the year","Number","Females","44,160",""
"2012","Spain","Total","Age reached during the year","Number","Total","446,606",""
"2012","Spain","Total","Age reached during the year","Number","Males","260,037",""
"2012","Spain","Total","Age reached during the year","Number","Females","186,569",""
"2012","France","Total","Age reached during the year","Number","Total","255,922",""
"2012","France","Total","Age reached during the year","Number","Males","122,013",""
"2012","France","Total","Age reached during the year","Number","Females","133,909",""
"2012","Croatia","Total","Age reached during the year","Number","Total","12,877",""
"2012","Croatia","Total","Age reached during the year","Number","Males","6,381",""
"2012","Croatia","Total","Age reached during the year","Number","Females","6,496",""
"2012","Italy","Total","Age reached during the year","Number","Total","106,216",""
"2012","Italy","Total","Age reached during the year","Number","Males","56,991",""
"2012","Italy","Total","Age reached during the year","Number","Females","49,225",""
"2012","Cyprus","Total","Age reached during the year","Number","Total","18,105",""
"2012","Cyprus","Total","Age reached during the year","Number","Males","6,073",""
"2012","Cyprus","Total","Age reached during the year","Number","Females","12,032",""
"2012","Latvia","Total","Age reached during the year","Number","Total","25,163",""
"2012","Latvia","Total","Age reached during the year","Number","Males","12,533",""
"2012","Latvia","Total","Age reached during the year","Number","Females","12,630",""
"2012","Lithuania","Total","Age reached during the year","Number","Total","41,100",""
"2012","Lithuania","Total","Age reached during the year","Number","Males","20,395",""
"2012","Lithuania","Total","Age reached during the year","Number","Females","20,705",""
"2012","Luxembourg","Total","Age reached during the year","Number","Total","10,442",""
"2012","Luxembourg","Total","Age reached during the year","Number","Males","5,719",""
"2012","Luxembourg","Total","Age reached during the year","Number","Females","4,723",""
"2012","Hungary","Total","Age reached during the year","Number","Total","22,880",""
"2012","Hungary","Total","Age reached during the year","Number","Males","12,831",""
"2012","Hungary","Total","Age reached during the year","Number","Females","10,049",""
"2012","Malta","Total","Age reached during the year","Number","Total","4,005",""
"2012","Malta","Total","Age reached during the year","Number","Males","2,346",""
"2012","Malta","Total","Age reached during the year","Number","Females","1,659",""
"2012","Netherlands","Total","Age reached during the year","Number","Total","110,431",""
"2012","Netherlands","Total","Age reached during the year","Number","Males","63,386",""
"2012","Netherlands","Total","Age reached during the year","Number","Females","47,045",""
"2012","Austria","Total","Age reached during the year","Number","Total","51,812",""
"2012","Austria","Total","Age reached during the year","Number","Males","29,525",""
"2012","Austria","Total","Age reached during the year","Number","Females","22,287",""
"2012","Poland","Total","Age reached during the year","Number","Total","275,603",""
"2012","Poland","Total","Age reached during the year","Number","Males","140,586",""
"2012","Poland","Total","Age reached during the year","Number","Females","135,017",""
"2012","Portugal","Total","Age reached during the year","Number","Total","51,958",""
"2012","Portugal","Total","Age reached during the year","Number","Males","34,540",""
"2012","Portugal","Total","Age reached during the year","Number","Females","17,418",""
"2012","Romania","Total","Age reached during the year","Number","Total","170,186",""
"2012","Romania","Total","Age reached during the year","Number","Males","70,163",""
"2012","Romania","Total","Age reached during the year","Number","Females","100,023",""
"2012","Slovenia","Total","Age reached during the year","Number","Total","14,378",""
"2012","Slovenia","Total","Age reached during the year","Number","Males","8,699",""
"2012","Slovenia","Total","Age reached during the year","Number","Females","5,679",""
"2012","Slovakia","Total","Age reached during the year","Number","Total","2,003",""
"2012","Slovakia","Total","Age reached during the year","Number","Males","778",""
"2012","Slovakia","Total","Age reached during the year","Number","Females","1,225",""
"2012","Finland","Total","Age reached during the year","Number","Total","13,845",""
"2012","Finland","Total","Age reached during the year","Number","Males","6,842",""
"2012","Finland","Total","Age reached during the year","Number","Females","7,003",""
"2012","Sweden","Total","Age reached during the year","Number","Total","51,747",""
"2012","Sweden","Total","Age reached during the year","Number","Males","28,410",""
"2012","Sweden","Total","Age reached during the year","Number","Females","23,337",""
"2012","Iceland","Total","Age reached during the year","Number","Total","4,758",""
"2012","Iceland","Total","Age reached during the year","Number","Males","2,529",""
"2012","Iceland","Total","Age reached during the year","Number","Females","2,229",""
"2012","Liechtenstein","Total","Age reached during the year","Number","Total","439",""
"2012","Liechtenstein","Total","Age reached during the year","Number","Males","224",""
"2012","Liechtenstein","Total","Age reached during the year","Number","Females","215",""
"2012","Norway","Total","Age reached during the year","Number","Total","22,693",""
"2012","Norway","Total","Age reached during the year","Number","Males","12,113",""
"2012","Norway","Total","Age reached during the year","Number","Females","10,580",""
"2012","Switzerland","Total","Age reached during the year","Number","Total","103,881",""
"2012","Switzerland","Total","Age reached during the year","Number","Males","57,094",""
"2012","Switzerland","Total","Age reached during the year","Number","Females","46,787",""
"2012","United Kingdom","Total","Age reached during the year","Number","Total","321,217",""
"2012","United Kingdom","Total","Age reached during the year","Number","Males","175,809",""
"2012","United Kingdom","Total","Age reached during the year","Number","Females","145,408",""
"2012","North Macedonia","Total","Age reached during the year","Number","Total","1,415",""
"2012","North Macedonia","Total","Age reached during the year","Number","Males","769",""
"2012","North Macedonia","Total","Age reached during the year","Number","Females","646",""
"2013","Belgium","Total","Age reached during the year","Number","Total","102,657",""
"2013","Belgium","Total","Age reached during the year","Number","Males","60,100",""
"2013","Belgium","Total","Age reached during the year","Number","Females","42,557",""
"2013","Bulgaria","Total","Age reached during the year","Number","Total","19,678","p"
"2013","Bulgaria","Total","Age reached during the year","Number","Males","9,841","p"
"2013","Bulgaria","Total","Age reached during the year","Number","Females","9,837","p"
"2013","Czechia","Total","Age reached during the year","Number","Total","25,894","b"
"2013","Czechia","Total","Age reached during the year","Number","Males","13,729","b"
"2013","Czechia","Total","Age reached during the year","Number","Females","12,165","b"
"2013","Denmark","Total","Age reached during the year","Number","Total","43,310",""
"2013","Denmark","Total","Age reached during the year","Number","Males","22,022",""
"2013","Denmark","Total","Age reached during the year","Number","Females","21,288",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","259,328",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","153,348",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","105,980",""
"2013","Estonia","Total","Age reached during the year","Number","Total","6,740",""
"2013","Estonia","Total","Age reached during the year","Number","Males","3,122",""
"2013","Estonia","Total","Age reached during the year","Number","Females","3,618",""
"2013","Ireland","Total","Age reached during the year","Number","Total","76,560",""
"2013","Ireland","Total","Age reached during the year","Number","Males","39,180",""
"2013","Ireland","Total","Age reached during the year","Number","Females","37,380",""
"2013","Greece","Total","Age reached during the year","Number","Total","117,094",""
"2013","Greece","Total","Age reached during the year","Number","Males","74,964",""
"2013","Greece","Total","Age reached during the year","Number","Females","42,130",""
"2013","Spain","Total","Age reached during the year","Number","Total","532,303",""
"2013","Spain","Total","Age reached during the year","Number","Males","299,592",""
"2013","Spain","Total","Age reached during the year","Number","Females","232,711",""
"2013","France","Total","Age reached during the year","Number","Total","239,813",""
"2013","France","Total","Age reached during the year","Number","Males","126,311",""
"2013","France","Total","Age reached during the year","Number","Females","113,502",""
"2013","Croatia","Total","Age reached during the year","Number","Total","15,262",""
"2013","Croatia","Total","Age reached during the year","Number","Males","7,902",""
"2013","Croatia","Total","Age reached during the year","Number","Females","7,360",""
"2013","Italy","Total","Age reached during the year","Number","Total","125,735",""
"2013","Italy","Total","Age reached during the year","Number","Males","67,329",""
"2013","Italy","Total","Age reached during the year","Number","Females","58,406",""
"2013","Cyprus","Total","Age reached during the year","Number","Total","25,227",""
"2013","Cyprus","Total","Age reached during the year","Number","Males","11,910",""
"2013","Cyprus","Total","Age reached during the year","Number","Females","13,317",""
"2013","Latvia","Total","Age reached during the year","Number","Total","22,561",""
"2013","Latvia","Total","Age reached during the year","Number","Males","11,385",""
"2013","Latvia","Total","Age reached during the year","Number","Females","11,176",""
"2013","Lithuania","Total","Age reached during the year","Number","Total","38,818",""
"2013","Lithuania","Total","Age reached during the year","Number","Males","19,327",""
"2013","Lithuania","Total","Age reached during the year","Number","Females","19,491",""
"2013","Luxembourg","Total","Age reached during the year","Number","Total","10,750",""
"2013","Luxembourg","Total","Age reached during the year","Number","Males","5,939",""
"2013","Luxembourg","Total","Age reached during the year","Number","Females","4,811",""
"2013","Hungary","Total","Age reached during the year","Number","Total","34,691",""
"2013","Hungary","Total","Age reached during the year","Number","Males","19,679",""
"2013","Hungary","Total","Age reached during the year","Number","Females","15,012",""
"2013","Malta","Total","Age reached during the year","Number","Total","4,778",""
"2013","Malta","Total","Age reached during the year","Number","Males","2,678",""
"2013","Malta","Total","Age reached during the year","Number","Females","2,100",""
"2013","Netherlands","Total","Age reached during the year","Number","Total","112,625",""
"2013","Netherlands","Total","Age reached during the year","Number","Males","63,252",""
"2013","Netherlands","Total","Age reached during the year","Number","Females","49,373",""
"2013","Austria","Total","Age reached during the year","Number","Total","54,071",""
"2013","Austria","Total","Age reached during the year","Number","Males","30,448",""
"2013","Austria","Total","Age reached during the year","Number","Females","23,623",""
"2013","Poland","Total","Age reached during the year","Number","Total","276,446",""
"2013","Poland","Total","Age reached during the year","Number","Males","137,775",""
"2013","Poland","Total","Age reached during the year","Number","Females","138,671",""
"2013","Portugal","Total","Age reached during the year","Number","Total","53,786",""
"2013","Portugal","Total","Age reached during the year","Number","Males","35,632",""
"2013","Portugal","Total","Age reached during the year","Number","Females","18,154",""
"2013","Romania","Total","Age reached during the year","Number","Total","161,755",""
"2013","Romania","Total","Age reached during the year","Number","Males","65,303",""
"2013","Romania","Total","Age reached during the year","Number","Females","96,452",""
"2013","Slovenia","Total","Age reached during the year","Number","Total","13,384",""
"2013","Slovenia","Total","Age reached during the year","Number","Males","7,902",""
"2013","Slovenia","Total","Age reached during the year","Number","Females","5,482",""
"2013","Slovakia","Total","Age reached during the year","Number","Total","2,770",""
"2013","Slovakia","Total","Age reached during the year","Number","Males","1,088",""
"2013","Slovakia","Total","Age reached during the year","Number","Females","1,682",""
"2013","Finland","Total","Age reached during the year","Number","Total","13,893",""
"2013","Finland","Total","Age reached during the year","Number","Males","6,856",""
"2013","Finland","Total","Age reached during the year","Number","Females","7,037",""
"2013","Sweden","Total","Age reached during the year","Number","Total","50,715",""
"2013","Sweden","Total","Age reached during the year","Number","Males","27,142",""
"2013","Sweden","Total","Age reached during the year","Number","Females","23,573",""
"2013","Iceland","Total","Age reached during the year","Number","Total","4,372",""
"2013","Iceland","Total","Age reached during the year","Number","Males","2,294",""
"2013","Iceland","Total","Age reached during the year","Number","Females","2,078",""
"2013","Liechtenstein","Total","Age reached during the year","Number","Total","497",""
"2013","Liechtenstein","Total","Age reached during the year","Number","Males","253",""
"2013","Liechtenstein","Total","Age reached during the year","Number","Females","244",""
"2013","Norway","Total","Age reached during the year","Number","Total","26,523",""
"2013","Norway","Total","Age reached during the year","Number","Males","14,819",""
"2013","Norway","Total","Age reached during the year","Number","Females","11,704",""
"2013","Switzerland","Total","Age reached during the year","Number","Total","106,196",""
"2013","Switzerland","Total","Age reached during the year","Number","Males","58,376",""
"2013","Switzerland","Total","Age reached during the year","Number","Females","47,820",""
"2013","United Kingdom","Total","Age reached during the year","Number","Total","316,934",""
"2013","United Kingdom","Total","Age reached during the year","Number","Males","184,808",""
"2013","United Kingdom","Total","Age reached during the year","Number","Females","132,126",""
"2013","North Macedonia","Total","Age reached during the year","Number","Total","1,041",""
"2013","North Macedonia","Total","Age reached during the year","Number","Males","583",""
"2013","North Macedonia","Total","Age reached during the year","Number","Females","458",""
"2014","Belgium","Total","Age reached during the year","Number","Total","94,573",""
"2014","Belgium","Total","Age reached during the year","Number","Males","53,759",""
"2014","Belgium","Total","Age reached during the year","Number","Females","40,814",""
"2014","Bulgaria","Total","Age reached during the year","Number","Total","28,727","p"
"2014","Bulgaria","Total","Age reached during the year","Number","Males","15,747","p"
"2014","Bulgaria","Total","Age reached during the year","Number","Females","12,980","p"
"2014","Czechia","Total","Age reached during the year","Number","Total","28,468",""
"2014","Czechia","Total","Age reached during the year","Number","Males","14,550",""
"2014","Czechia","Total","Age reached during the year","Number","Females","13,918",""
"2014","Denmark","Total","Age reached during the year","Number","Total","44,426",""
"2014","Denmark","Total","Age reached during the year","Number","Males","22,658",""
"2014","Denmark","Total","Age reached during the year","Number","Females","21,768",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Total","324,221","e"
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Males","193,428","e"
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Number","Females","130,793","e"
"2014","Estonia","Total","Age reached during the year","Number","Total","4,637",""
"2014","Estonia","Total","Age reached during the year","Number","Males","2,162",""
"2014","Estonia","Total","Age reached during the year","Number","Females","2,475",""
"2014","Ireland","Total","Age reached during the year","Number","Total","71,107",""
"2014","Ireland","Total","Age reached during the year","Number","Males","36,393",""
"2014","Ireland","Total","Age reached during the year","Number","Females","34,714",""
"2014","Greece","Total","Age reached during the year","Number","Total","106,804","b"
"2014","Greece","Total","Age reached during the year","Number","Males","66,938",""
"2014","Greece","Total","Age reached during the year","Number","Females","39,866",""
"2014","Spain","Total","Age reached during the year","Number","Total","400,430",""
"2014","Spain","Total","Age reached during the year","Number","Males","222,784",""
"2014","Spain","Total","Age reached during the year","Number","Females","177,646",""
"2014","France","Total","Age reached during the year","Number","Total","308,103",""
"2014","France","Total","Age reached during the year","Number","Males","169,721",""
"2014","France","Total","Age reached during the year","Number","Females","138,382",""
"2014","Croatia","Total","Age reached during the year","Number","Total","20,858",""
"2014","Croatia","Total","Age reached during the year","Number","Males","11,602",""
"2014","Croatia","Total","Age reached during the year","Number","Females","9,256",""
"2014","Italy","Total","Age reached during the year","Number","Total","136,328",""
"2014","Italy","Total","Age reached during the year","Number","Males","72,577",""
"2014","Italy","Total","Age reached during the year","Number","Females","63,751",""
"2014","Cyprus","Total","Age reached during the year","Number","Total","24,038",""
"2014","Cyprus","Total","Age reached during the year","Number","Males","10,505",""
"2014","Cyprus","Total","Age reached during the year","Number","Females","13,533",""
"2014","Latvia","Total","Age reached during the year","Number","Total","19,017",""
"2014","Latvia","Total","Age reached during the year","Number","Males","9,758",""
"2014","Latvia","Total","Age reached during the year","Number","Females","9,259",""
"2014","Lithuania","Total","Age reached during the year","Number","Total","36,621",""
"2014","Lithuania","Total","Age reached during the year","Number","Males","18,515",""
"2014","Lithuania","Total","Age reached during the year","Number","Females","18,106",""
"2014","Luxembourg","Total","Age reached during the year","Number","Total","11,283",""
"2014","Luxembourg","Total","Age reached during the year","Number","Males","6,234",""
"2014","Luxembourg","Total","Age reached during the year","Number","Females","5,049",""
"2014","Hungary","Total","Age reached during the year","Number","Total","42,213",""
"2014","Hungary","Total","Age reached during the year","Number","Males","23,342",""
"2014","Hungary","Total","Age reached during the year","Number","Females","18,871",""
"2014","Malta","Total","Age reached during the year","Number","Total","5,108",""
"2014","Malta","Total","Age reached during the year","Number","Males","3,022",""
"2014","Malta","Total","Age reached during the year","Number","Females","2,086",""
"2014","Netherlands","Total","Age reached during the year","Number","Total","112,900",""
"2014","Netherlands","Total","Age reached during the year","Number","Males","63,803",""
"2014","Netherlands","Total","Age reached during the year","Number","Females","49,097",""
"2014","Austria","Total","Age reached during the year","Number","Total","53,491",""
"2014","Austria","Total","Age reached during the year","Number","Males","30,131",""
"2014","Austria","Total","Age reached during the year","Number","Females","23,360",""
"2014","Poland","Total","Age reached during the year","Number","Total","268,299","p"
"2014","Poland","Total","Age reached during the year","Number","Males","140,515","p"
"2014","Poland","Total","Age reached during the year","Number","Females","127,784","p"
"2014","Portugal","Total","Age reached during the year","Number","Total","49,572",""
"2014","Portugal","Total","Age reached during the year","Number","Males","32,274",""
