"TIME","GEO","SEX","AGE","UNIT","ISCED11","Value","Flag and Footnotes"
"2009","Cyprus","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.0","b"
"2009","Cyprus","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Cyprus","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","71.0","b"
"2009","Cyprus","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","59.6","b"
"2009","Cyprus","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.0","b"
"2009","Cyprus","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Latvia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","57.2",""
"2009","Latvia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.9",""
"2009","Latvia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.3",""
"2009","Latvia","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Latvia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","60.2",""
"2009","Latvia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.5",""
"2009","Latvia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","60.8",""
"2009","Latvia","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Latvia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","54.2",""
"2009","Latvia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","38.2",""
"2009","Latvia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.3",""
"2009","Latvia","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Lithuania","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","55.9",""
"2009","Lithuania","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","38.8",""
"2009","Lithuania","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.8",""
"2009","Lithuania","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Lithuania","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","55.9",""
"2009","Lithuania","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.4",""
"2009","Lithuania","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","50.2",""
"2009","Lithuania","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Lithuania","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","55.9",""
"2009","Lithuania","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.5","u"
"2009","Lithuania","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","43.1",""
"2009","Lithuania","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Luxembourg","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","63.2","b"
"2009","Luxembourg","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","54.4","b"
"2009","Luxembourg","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.2","b"
"2009","Luxembourg","Total","From 20 to 29 years","Percentage","No response","59.2","bu"
"2009","Luxembourg","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","65.7","b"
"2009","Luxembourg","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","61.0","b"
"2009","Luxembourg","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.6","b"
"2009","Luxembourg","Males","From 20 to 29 years","Percentage","No response",":","bu"
"2009","Luxembourg","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","60.7","b"
"2009","Luxembourg","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","46.9","b"
"2009","Luxembourg","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.2","b"
"2009","Luxembourg","Females","From 20 to 29 years","Percentage","No response",":","bu"
"2009","Hungary","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","51.2",""
"2009","Hungary","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","32.1",""
"2009","Hungary","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","48.7",""
"2009","Hungary","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Hungary","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","57.1",""
"2009","Hungary","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.6",""
"2009","Hungary","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.7",""
"2009","Hungary","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Hungary","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","45.0",""
"2009","Hungary","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.3",""
"2009","Hungary","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.0",""
"2009","Hungary","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Malta","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","73.3",""
"2009","Malta","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","68.3",""
"2009","Malta","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","73.0",""
"2009","Malta","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Malta","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","79.6",""
"2009","Malta","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","82.0",""
"2009","Malta","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.8",""
"2009","Malta","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Malta","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","66.7",""
"2009","Malta","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.8",""
"2009","Malta","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","69.9",""
"2009","Malta","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Netherlands","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","79.6",""
"2009","Netherlands","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","69.0",""
"2009","Netherlands","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","80.0",""
"2009","Netherlands","Total","From 20 to 29 years","Percentage","No response","79.0",""
"2009","Netherlands","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","81.8",""
"2009","Netherlands","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","77.6",""
"2009","Netherlands","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","81.2",""
"2009","Netherlands","Males","From 20 to 29 years","Percentage","No response","82.3",""
"2009","Netherlands","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","77.4",""
"2009","Netherlands","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.8",""
"2009","Netherlands","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","78.7",""
"2009","Netherlands","Females","From 20 to 29 years","Percentage","No response","76.1",""
"2009","Austria","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","73.7",""
"2009","Austria","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","55.9",""
"2009","Austria","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.7",""
"2009","Austria","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Austria","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","76.5",""
"2009","Austria","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","63.0",""
"2009","Austria","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","77.5",""
"2009","Austria","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Austria","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","71.0",""
"2009","Austria","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","49.4",""
"2009","Austria","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","73.9",""
"2009","Austria","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Poland","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","61.5",""
"2009","Poland","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.1",""
"2009","Poland","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","57.0",""
"2009","Poland","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Poland","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","68.9",""
"2009","Poland","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","54.5",""
"2009","Poland","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.6",""
"2009","Poland","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Poland","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","54.0",""
"2009","Poland","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.3",""
"2009","Poland","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","45.8",""
"2009","Poland","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Portugal","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","65.1",""
"2009","Portugal","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","71.1",""
"2009","Portugal","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","52.4",""
"2009","Portugal","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Portugal","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","67.1",""
"2009","Portugal","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","76.1",""
"2009","Portugal","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.7",""
"2009","Portugal","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Portugal","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","63.0",""
"2009","Portugal","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","64.6",""
"2009","Portugal","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.2",""
"2009","Portugal","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Romania","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","51.7",""
"2009","Romania","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","49.2",""
"2009","Romania","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.7",""
"2009","Romania","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Romania","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","56.1",""
"2009","Romania","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","58.3",""
"2009","Romania","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","51.3",""
"2009","Romania","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Romania","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","47.0",""
"2009","Romania","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","39.4",""
"2009","Romania","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","41.7",""
"2009","Romania","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Slovenia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","64.7",""
"2009","Slovenia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","50.7",""
"2009","Slovenia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","62.1",""
"2009","Slovenia","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Slovenia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","68.9",""
"2009","Slovenia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","55.5",""
"2009","Slovenia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.4",""
"2009","Slovenia","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Slovenia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","60.1",""
"2009","Slovenia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.7","u"
"2009","Slovenia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","54.3",""
"2009","Slovenia","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Slovakia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","55.7",""
"2009","Slovakia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","19.0",""
"2009","Slovakia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.6",""
"2009","Slovakia","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Slovakia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","64.5",""
"2009","Slovakia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","28.7",""
"2009","Slovakia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.8",""
"2009","Slovakia","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Slovakia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","46.6",""
"2009","Slovakia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","8.3","u"
"2009","Slovakia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","44.1",""
"2009","Slovakia","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Finland","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","67.3",""
"2009","Finland","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","52.4",""
"2009","Finland","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","65.7",""
"2009","Finland","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Finland","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","69.4",""
"2009","Finland","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","60.3",""
"2009","Finland","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.5",""
"2009","Finland","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Finland","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","65.2",""
"2009","Finland","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.1",""
"2009","Finland","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","63.5",""
"2009","Finland","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","Sweden","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","67.2",""
"2009","Sweden","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","49.8",""
"2009","Sweden","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","68.1",""
"2009","Sweden","Total","From 20 to 29 years","Percentage","No response","36.3",""
"2009","Sweden","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","69.6",""
"2009","Sweden","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","56.5",""
"2009","Sweden","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.1",""
"2009","Sweden","Males","From 20 to 29 years","Percentage","No response","43.0","u"
"2009","Sweden","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","64.7",""
"2009","Sweden","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","40.8",""
"2009","Sweden","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.8",""
"2009","Sweden","Females","From 20 to 29 years","Percentage","No response",":","u"
"2009","Iceland","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","69.6",""
"2009","Iceland","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","66.5",""
"2009","Iceland","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","67.2",""
"2009","Iceland","Total","From 20 to 29 years","Percentage","No response",":","u"
"2009","Iceland","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","71.1",""
"2009","Iceland","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","68.5",""
"2009","Iceland","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.0",""
"2009","Iceland","Males","From 20 to 29 years","Percentage","No response",":","c"
"2009","Iceland","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","67.9",""
"2009","Iceland","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","63.6",""
"2009","Iceland","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","64.5",""
"2009","Iceland","Females","From 20 to 29 years","Percentage","No response",":","c"
"2009","Norway","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","75.2",""
"2009","Norway","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","67.8",""
"2009","Norway","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","74.4",""
"2009","Norway","Total","From 20 to 29 years","Percentage","No response",":","u"
"2009","Norway","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","76.8",""
"2009","Norway","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","70.1",""
"2009","Norway","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","77.2",""
"2009","Norway","Males","From 20 to 29 years","Percentage","No response",":","u"
"2009","Norway","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","73.7",""
"2009","Norway","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","64.5",""
"2009","Norway","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","71.3",""
"2009","Norway","Females","From 20 to 29 years","Percentage","No response",":","u"
"2009","Switzerland","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","77.9",""
"2009","Switzerland","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","73.5",""
"2009","Switzerland","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.7",""
"2009","Switzerland","Total","From 20 to 29 years","Percentage","No response",":","u"
"2009","Switzerland","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","79.2",""
"2009","Switzerland","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","81.5",""
"2009","Switzerland","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","76.3",""
"2009","Switzerland","Males","From 20 to 29 years","Percentage","No response",":","c"
"2009","Switzerland","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","76.5",""
"2009","Switzerland","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","65.8",""
"2009","Switzerland","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","77.2",""
"2009","Switzerland","Females","From 20 to 29 years","Percentage","No response",":","c"
"2009","United Kingdom","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","70.9",""
"2009","United Kingdom","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","52.7",""
"2009","United Kingdom","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","70.6",""
"2009","United Kingdom","Total","From 20 to 29 years","Percentage","No response","61.0",""
"2009","United Kingdom","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","74.8",""
"2009","United Kingdom","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","62.8",""
"2009","United Kingdom","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","75.0",""
"2009","United Kingdom","Males","From 20 to 29 years","Percentage","No response","62.3",""
"2009","United Kingdom","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","67.2",""
"2009","United Kingdom","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","41.5",""
"2009","United Kingdom","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","66.2",""
"2009","United Kingdom","Females","From 20 to 29 years","Percentage","No response","58.8",""
"2009","Montenegro","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ",":",""
"2009","Montenegro","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":",""
"2009","Montenegro","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":",""
"2009","Montenegro","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","Montenegro","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ",":",""
"2009","Montenegro","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":",""
"2009","Montenegro","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":",""
"2009","Montenegro","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","Montenegro","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ",":",""
"2009","Montenegro","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)",":",""
"2009","Montenegro","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)",":",""
"2009","Montenegro","Females","From 20 to 29 years","Percentage","No response",":",""
"2009","North Macedonia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","36.5",""
"2009","North Macedonia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","27.9",""
"2009","North Macedonia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","35.4",""
"2009","North Macedonia","Total","From 20 to 29 years","Percentage","No response",":",""
"2009","North Macedonia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","44.2",""
"2009","North Macedonia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","47.9",""
"2009","North Macedonia","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","40.7",""
"2009","North Macedonia","Males","From 20 to 29 years","Percentage","No response",":",""
"2009","North Macedonia","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","28.4",""
"2009","North Macedonia","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","12.3",""
"2009","North Macedonia","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","28.6",""
"2009","North Macedonia","Females","From 20 to 29 years","Percentage","No response",":",""
"2010","Belgium","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","61.0",""
"2010","Belgium","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","47.2",""
"2010","Belgium","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","55.8",""
"2010","Belgium","Total","From 20 to 29 years","Percentage","No response",":",""
"2010","Belgium","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","64.3",""
"2010","Belgium","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","55.7",""
"2010","Belgium","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","61.6",""
"2010","Belgium","Males","From 20 to 29 years","Percentage","No response",":",""
"2010","Belgium","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","57.7",""
"2010","Belgium","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","36.7",""
"2010","Belgium","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","49.1",""
"2010","Belgium","Females","From 20 to 29 years","Percentage","No response",":",""
"2010","Bulgaria","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","54.1","b"
"2010","Bulgaria","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","30.8","b"
"2010","Bulgaria","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","53.7","b"
"2010","Bulgaria","Total","From 20 to 29 years","Percentage","No response",":",""
"2010","Bulgaria","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","59.2","b"
"2010","Bulgaria","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","39.3","b"
"2010","Bulgaria","Males","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","59.6","b"
"2010","Bulgaria","Males","From 20 to 29 years","Percentage","No response",":",""
"2010","Bulgaria","Females","From 20 to 29 years","Percentage","All ISCED 2011 levels ","48.7","b"
"2010","Bulgaria","Females","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","22.9","b"
"2010","Bulgaria","Females","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","46.1","b"
"2010","Bulgaria","Females","From 20 to 29 years","Percentage","No response",":",""
"2010","Czechia","Total","From 20 to 29 years","Percentage","All ISCED 2011 levels ","58.4",""
"2010","Czechia","Total","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","34.5",""
"2010","Czechia","Total","From 20 to 29 years","Percentage","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","58.7",""
"2010","Czechia","Total","From 20 to 29 years","Percentage","No response","100.0","u"
"2010","Czechia","Males","From 20 to 29 years","Percentage","All ISCED 2011 levels ","67.8",""
"2010","Czechia","Males","From 20 to 29 years","Percentage","Less than primary, primary and lower secondary education (levels 0-2)","42.0",""
